accommodates,price,neighbourhood_cleansed,neighbourhood_group_cleansed,room_type,availability_90,number_of_reviews,amenities,number_of_reviews_l30d,bedrooms,beds,minimum_nights,review_scores_cleanliness,review_scores_location,review_scores_value,calculated_host_listings_count_entire_homes,latitude,longitude,bathroom_number,air_conditioning,kitchen,coffee_maker,elevator,distance
6,471,la Sagrada Família,Eixample,Entire home/apt,42,196,"[""Cable TV"", ""Central heating"", ""Fire extinguisher"", ""Baby bath"", ""Baking sheet"", ""Free parking garage on premises \u2013 1 space"", ""Cooking basics"", ""Pocket wifi"", ""Trash compactor"", ""Ethernet connection"", ""Dining table"", ""Private patio or balcony"", ""High chair"", ""Room-darkening shades"", ""Shared garden or backyard"", ""Fast wifi \u2013 523 Mbps"", ""Hangers"", ""Heating - split type ductless system"", ""Hot water kettle"", ""Freezer"", ""TIMOTEI shampoo"", ""Bathtub"", ""Cleaning products"", ""Free dryer \u2013 In unit"", ""Safe"", ""Central air conditioning"", ""KUPPERBUSH  refrigerator"", ""Fireplace guards"", ""Children\u2019s books and toys"", ""Clothing storage: wardrobe, closet, dresser, and walk-in closet"", ""Microwave"", ""Extra pillows and blankets"", ""Toaster"", ""Cleaning before checkout"", ""Iron"", ""Shower gel"", ""Wine glasses"", ""Single level home"", ""Dishwasher"", ""Beach essentials"", ""TIMOTEI conditioner"", ""Coffee maker"", ""SIEMENS stainless steel oven"", ""Drying rack for clothing"", ""Hot water"", ""Kitchen"", ""First aid kit"", ""Dishes and silverware"", ""Babysitter recommendations"", ""Carbon monoxide alarm"", ""Nespresso machine"", ""Changing table"", ""Children\u2019s dinnerware"", ""Bidet"", ""Essentials"", ""Bed linens"", ""Outlet covers"", ""Breakfast"", ""Elevator"", ""Crib"", ""Private entrance"", ""Host greets you"", ""Long term stays allowed"", ""GAGGENAU stainless steel gas stove"", ""65\"" HDTV with standard cable, premium cable"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""Smoke alarm"", ""MOUSSEL de LEGRAIN body soap"", ""Free washer \u2013 In unit"", ""Laundromat nearby"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Outdoor furniture"", ""Window guards"", ""Building staff""]",5,3.0,3.0,2,4.98,4.97,4.93,1,41.40379,2.17305,2.0,0,1,1,1,1.546234672669352
10,471,la Dreta de l'Eixample,Eixample,Entire home/apt,69,68,"[""Cable TV"", ""60\"" HDTV with Amazon Prime Video, Netflix, standard cable"", ""Fire extinguisher"", ""Stove"", ""Cooking basics"", ""Dining table"", ""Private patio or balcony"", ""High chair"", ""Room-darkening shades"", ""Paid parking garage off premises"", ""Hangers"", ""Hot water kettle"", ""Freezer"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Cleaning products"", ""Safe"", ""Central air conditioning"", ""Microwave"", ""Toaster"", ""Extra pillows and blankets"", ""Iron"", ""Shower gel"", ""Wine glasses"", ""Dishwasher"", ""Coffee maker"", ""Free street parking"", ""Drying rack for clothing"", ""Hot water"", ""Kitchen"", ""First aid kit"", ""Wifi"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Heating"", ""Clothing storage: closet"", ""Refrigerator"", ""Bidet"", ""Essentials"", ""Bed linens"", ""Body soap"", ""Elevator"", ""Crib"", ""Host greets you"", ""Oven"", ""Long term stays allowed"", ""Shampoo"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""Smoke alarm"", ""Laundromat nearby"", ""Free washer \u2013 In unit"", ""Dedicated workspace"", ""Outdoor furniture""]",1,5.0,9.0,1,4.65,4.95,4.55,6,41.38834,2.1707,2.0,0,1,1,1,0.5682574832091772
6,471,la Dreta de l'Eixample,Eixample,Entire home/apt,38,63,"[""Kitchen"", ""Long term stays allowed"", ""Oven"", ""Wifi"", ""Shampoo"", ""Heating"", ""TV"", ""Hair dryer"", ""Air conditioning"", ""Washer"", ""Microwave"", ""Coffee maker"", ""Iron"", ""Essentials"", ""Dryer"", ""Patio or balcony"", ""High chair"", ""Elevator"", ""Dishwasher"", ""Crib""]",2,3.0,6.0,1,4.68,4.95,4.62,139,41.39049,2.16635,2.0,1,1,1,1,0.13404422328066762
4,470,la Sagrada Família,Eixample,Entire home/apt,83,9,"[""Fire extinguisher"", ""Air conditioning"", ""Cooking basics"", ""Paid parking lot on premises"", ""Security cameras on property"", ""Dining table"", ""Conditioner"", ""High chair"", ""Hangers"", ""Hot water kettle"", ""Freezer"", ""Safe"", ""Free dryer \u2013 In building"", ""TV"", ""Microwave"", ""Toaster"", ""Iron"", ""Shower gel"", ""Wine glasses"", ""Shared sauna"", ""Dishwasher"", ""Coffee maker"", ""Drying rack for clothing"", ""Hot water"", ""Kitchen"", ""Dishes and silverware"", ""Wifi"", ""Babysitter recommendations"", ""Heating"", ""Clothing storage: closet"", ""Nespresso machine"", ""Shared outdoor pool - rooftop"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Body soap"", ""Elevator"", ""Free washer \u2013 In building"", ""Crib"", ""Long term stays allowed"", ""Oven"", ""Shampoo"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Patio or balcony"", ""Shared gym in building"", ""Building staff""]",0,2.0,3.0,3,4.89,5.0,4.67,19,41.40349,2.17287,1.5,1,1,1,1,1.509662163416903
4,470,la Sagrada Família,Eixample,Entire home/apt,83,2,"[""Central heating"", ""Fire extinguisher"", ""Baby bath"", ""Cooking basics"", ""Security cameras on property"", ""Dining table"", ""Conditioner"", ""High chair"", ""Room-darkening shades"", ""Hangers"", ""Hot water kettle"", ""Freezer"", ""Safe"", ""Free dryer \u2013 In building"", ""Central air conditioning"", ""TV"", ""Microwave"", ""Toaster"", ""Iron"", ""Shower gel"", ""Wine glasses"", ""Shared sauna"", ""Dishwasher"", ""Paid parking garage on premises"", ""Coffee maker"", ""Drying rack for clothing"", ""Hot water"", ""Kitchen"", ""Dishes and silverware"", ""Wifi"", ""Babysitter recommendations"", ""Clothing storage: closet"", ""Nespresso machine"", ""Shared outdoor pool - rooftop"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Body soap"", ""Elevator"", ""Free washer \u2013 In building"", ""Crib"", ""Private entrance"", ""Long term stays allowed"", ""Oven"", ""Shampoo"", ""Hair dryer"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Patio or balcony"", ""Shared gym in building"", ""Building staff""]",0,2.0,3.0,3,5.0,5.0,5.0,19,41.40573,2.17311,1.5,0,1,1,1,1.7454001206790064
5,469,la Vila de Gràcia,Gràcia,Entire home/apt,81,1,"[""Fire extinguisher"", ""Air conditioning"", ""Security cameras on property"", ""Room-darkening shades"", ""Hangers"", ""Safe"", ""Microwave"", ""Iron"", ""Coffee maker"", ""Kitchen"", ""Wifi"", ""Refrigerator"", ""Essentials"", ""Breakfast"", ""Elevator"", ""Long term stays allowed"", ""Oven"", ""Shampoo"", ""Hair dryer"", ""Washer"", ""Dedicated workspace""]",0,2.0,2.0,1,5.0,5.0,4.0,15,41.39726,2.15962,1.0,1,1,1,1,0.8104877287056163
5,469,la Vila de Gràcia,Gràcia,Entire home/apt,81,1,"[""Fire extinguisher"", ""Air conditioning"", ""Security cameras on property"", ""Room-darkening shades"", ""Hangers"", ""Safe"", ""Microwave"", ""Iron"", ""Coffee maker"", ""Kitchen"", ""Wifi"", ""Refrigerator"", ""Essentials"", ""Breakfast"", ""Elevator"", ""Long term stays allowed"", ""Oven"", ""Shampoo"", ""Hair dryer"", ""Washer"", ""Dedicated workspace""]",0,2.0,2.0,1,5.0,5.0,5.0,15,41.39853,2.1593,1.0,1,1,1,1,0.9440049321681776
5,469,la Vila de Gràcia,Gràcia,Entire home/apt,81,1,"[""Fire extinguisher"", ""Air conditioning"", ""Security cameras on property"", ""Room-darkening shades"", ""Hangers"", ""Safe"", ""Microwave"", ""Iron"", ""Coffee maker"", ""Kitchen"", ""Wifi"", ""Refrigerator"", ""Essentials"", ""Breakfast"", ""Elevator"", ""Long term stays allowed"", ""Oven"", ""Shampoo"", ""Hair dryer"", ""Washer"", ""Dedicated workspace""]",0,2.0,2.0,1,5.0,5.0,5.0,15,41.39862,2.15753,1.0,1,1,1,1,1.0352674006909375
8,469,la Dreta de l'Eixample,Eixample,Entire home/apt,25,26,"[""Stove"", ""Air conditioning"", ""Cooking basics"", ""Dryer"", ""Freezer"", ""Bathtub"", ""TV"", ""Microwave"", ""Iron"", ""Dishwasher"", ""Kitchen"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Long term stays allowed"", ""Oven"", ""Hair dryer"", ""Washer"", ""Patio or balcony""]",0,4.0,6.0,1,4.69,4.96,4.58,33,41.38973,2.17075,3.0,1,1,0,1,0.5012696600885302
6,469,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,55,6,"[""Cable TV"", ""Stove"", ""Air conditioning"", ""Cooking basics"", ""Security cameras on property"", ""High chair"", ""Hangers"", ""Microwave"", ""Paid parking on premises"", ""Extra pillows and blankets"", ""Lockbox"", ""Iron"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Crib"", ""Long term stays allowed"", ""Oven"", ""Shampoo"", ""Hair dryer"", ""TV with standard cable"", ""Washer"", ""Patio or balcony""]",0,2.0,4.0,1,5.0,4.83,4.0,3,41.38386,2.1796,1.0,1,1,1,0,1.4623590577647103
8,468,la Dreta de l'Eixample,Eixample,Entire home/apt,65,44,"[""Long term stays allowed"", ""Oven"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""TV"", ""Hair dryer"", ""Air conditioning"", ""Washer"", ""Refrigerator"", ""Iron"", ""Patio or balcony"", ""Dryer"", ""High chair"", ""Elevator"", ""Dishwasher"", ""Coffee maker""]",5,4.0,5.0,1,4.91,4.98,4.52,34,41.3932,2.1602,2.0,1,0,1,1,0.462470970804255
7,468,la Dreta de l'Eixample,Eixample,Entire home/apt,49,37,"[""Long term stays allowed"", ""Oven"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""TV"", ""Hair dryer"", ""Air conditioning"", ""Washer"", ""Refrigerator"", ""Iron"", ""Patio or balcony"", ""High chair"", ""Smart lock"", ""Elevator"", ""Dishwasher"", ""Coffee maker""]",3,4.0,6.0,1,4.92,4.86,4.68,34,41.3933,2.16012,3.0,1,0,1,1,0.4736553419734901
8,468,la Dreta de l'Eixample,Eixample,Entire home/apt,54,54,"[""Long term stays allowed"", ""Oven"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""TV"", ""Hair dryer"", ""Air conditioning"", ""Washer"", ""Refrigerator"", ""Iron"", ""Patio or balcony"", ""High chair"", ""Elevator"", ""Dishwasher"", ""Coffee maker""]",4,4.0,6.0,1,4.8,4.91,4.57,34,41.3933,2.16012,3.0,1,0,1,1,0.4736553419734901
5,468,Sant Antoni,Eixample,Entire home/apt,70,24,"[""Air conditioning"", ""Dryer"", ""Hangers"", ""Hot water kettle"", ""Cleaning products"", ""TV"", ""Microwave"", ""Toaster"", ""Iron"", ""Shower gel"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Long term stays allowed"", ""Oven"", ""Shampoo"", ""Hair dryer"", ""Washer"", ""Patio or balcony"", ""Clothing storage""]",1,3.0,3.0,2,4.63,4.63,4.21,161,41.38212,2.16027,2.0,1,1,1,1,1.090078661920216
10,468,la Dreta de l'Eixample,Eixample,Entire home/apt,48,3,"[""Central heating"", ""Crib - available upon request"", ""Cooking basics"", ""Security cameras on property"", ""Dining table"", ""Conditioner"", ""Private patio or balcony"", ""Smart lock"", ""Hangers"", ""Hot water kettle"", ""Freezer"", ""Bathtub"", ""TV"", ""Microwave"", ""Toaster"", ""Iron"", ""Shower gel"", ""Wine glasses"", ""Single level home"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Clothing storage: closet and dresser"", ""Refrigerator"", ""Bidet"", ""Essentials"", ""Bed linens"", ""Body soap"", ""Stainless steel oven"", ""Elevator"", ""Long term stays allowed"", ""Shampoo"", ""Hair dryer"", ""AC - split type ductless system"", ""Stainless steel gas stove"", ""Free washer \u2013 In unit"", ""Dedicated workspace""]",1,4.0,8.0,1,5.0,4.67,4.67,1,41.39566,2.16426,2.0,0,1,1,1,0.4970029541945758
8,468,el Barri Gòtic,Ciutat Vella,Entire home/apt,40,5,"[""Crib - available upon request"", ""Cooking basics"", ""Security cameras on property"", ""Dining table"", ""Conditioner"", ""Smart lock"", ""Hangers"", ""Hot water kettle"", ""Freezer"", ""Bathtub"", ""TV"", ""Microwave"", ""Toaster"", ""Iron"", ""Shower gel"", ""Wine glasses"", ""Single level home"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Clothing storage: closet and dresser"", ""Refrigerator"", ""Bed linens"", ""Body soap"", ""Stainless steel oven"", ""Long term stays allowed"", ""Shampoo"", ""Hair dryer"", ""AC - split type ductless system"", ""Stainless steel gas stove"", ""Free washer \u2013 In unit"", ""Dedicated workspace""]",0,4.0,6.0,1,4.0,4.8,4.2,1,41.38212,2.17247,2.0,0,1,1,0,1.1859503620124663
5,466,la Vila Olímpica del Poblenou,Sant Martí,Entire home/apt,63,44,"[""Air conditioning"", ""Hangers"", ""Hot water kettle"", ""Cleaning products"", ""TV"", ""Microwave"", ""Toaster"", ""Iron"", ""Shower gel"", ""Waterfront"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Free parking on premises"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Long term stays allowed"", ""Oven"", ""Shampoo"", ""Hair dryer"", ""Washer"", ""Patio or balcony"", ""Clothing storage""]",1,2.0,5.0,2,4.2,4.75,4.05,161,41.39039,2.20085,1.0,1,1,1,1,2.984996037160412
7,465,la Vila Olímpica del Poblenou,Sant Martí,Entire home/apt,60,9,"[""Air conditioning"", ""Hangers"", ""Hot water kettle"", ""Cleaning products"", ""TV"", ""Microwave"", ""Toaster"", ""Iron"", ""Shower gel"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Free parking on premises"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Long term stays allowed"", ""Oven"", ""Shampoo"", ""Hair dryer"", ""Washer"", ""Patio or balcony"", ""Clothing storage""]",0,3.0,6.0,3,3.33,4.67,3.33,161,41.38986,2.19848,2.0,1,1,1,1,2.790010325457007
10,465,el Raval,Ciutat Vella,Entire home/apt,50,53,"[""Air conditioning"", ""Dryer"", ""High chair"", ""TV"", ""Microwave"", ""Iron"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Crib"", ""Long term stays allowed"", ""Oven"", ""Hair dryer"", ""Washer"", ""Patio or balcony""]",2,4.0,7.0,1,4.66,4.92,4.49,38,41.3812,2.17279,2.0,1,1,1,0,1.2875906592144857
10,463,el Besòs i el Maresme,Sant Martí,Entire home/apt,66,52,"[""Stove"", ""Air conditioning"", ""Cooking basics"", ""Dryer"", ""High chair"", ""Hangers"", ""Bathtub"", ""TV"", ""Microwave"", ""Paid parking on premises"", ""Iron"", ""Shower gel"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Crib"", ""Keypad"", ""Long term stays allowed"", ""Oven"", ""Shampoo"", ""Hair dryer"", ""Washer"", ""Luggage dropoff allowed"", ""Patio or balcony""]",0,4.0,6.0,1,4.83,4.46,4.65,97,41.42539,2.2201,3.0,1,1,1,1,5.956175261192795
6,462,el Poblenou,Sant Martí,Entire home/apt,85,138,"[""Cable TV"", ""Stove"", ""Cooking basics"", ""Security cameras on property"", ""Dryer"", ""High chair"", ""Room-darkening shades"", ""Hangers"", ""Bathtub"", ""Central air conditioning"", ""32\"" HDTV with standard cable"", ""Microwave"", ""Paid parking on premises"", ""Iron"", ""Dishwasher"", ""Coffee maker"", ""Free street parking"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Carbon monoxide alarm"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Elevator"", ""Crib"", ""Long term stays allowed"", ""Oven"", ""Shampoo"", ""Hair dryer"", ""Washer"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Shared pool"", ""Building staff""]",5,2.0,5.0,1,4.69,4.68,4.43,6,41.39909,2.20733,2.0,0,1,1,1,3.6305263080883545
9,462,la Dreta de l'Eixample,Eixample,Entire home/apt,50,34,"[""Private entrance"", ""Kitchen"", ""Long term stays allowed"", ""Oven"", ""Wifi"", ""Heating"", ""Air conditioning"", ""TV"", ""Microwave"", ""Washer"", ""Iron"", ""Essentials"", ""Patio or balcony"", ""Elevator"", ""Dishwasher"", ""Coffee maker""]",1,3.0,5.0,1,4.7,4.97,4.7,11,41.38924,2.16866,2.0,1,1,1,1,0.37157723098879786
8,461,el Putxet i el Farró,Sarrià-Sant Gervasi,Entire home/apt,72,73,"[""Cable TV"", ""Fire extinguisher"", ""Air conditioning"", ""Security cameras on property"", ""Dryer"", ""Room-darkening shades"", ""BBQ grill"", ""Hangers"", ""Bathtub"", ""Children\u2019s books and toys"", ""Paid parking on premises"", ""Extra pillows and blankets"", ""Iron"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Babysitter recommendations"", ""Heating"", ""Free parking on premises"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Game console"", ""Elevator"", ""Private entrance"", ""Private pool"", ""Host greets you"", ""Long term stays allowed"", ""Outdoor dining area"", ""Paid parking off premises"", ""Shampoo"", ""Pack \u2019n play/Travel crib"", ""Indoor fireplace"", ""Hair dryer"", ""TV with standard cable"", ""Washer"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Outdoor furniture""]",5,4.0,5.0,2,4.75,4.7,4.47,1,41.40864,2.14557,3.5,1,1,0,1,2.5289809917607653
5,461,el Poblenou,Sant Martí,Entire home/apt,53,19,"[""Air conditioning"", ""Smart lock"", ""Hangers"", ""Hot water kettle"", ""Cleaning products"", ""TV"", ""Microwave"", ""Toaster"", ""Iron"", ""Shower gel"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Long term stays allowed"", ""Oven"", ""Shampoo"", ""Hair dryer"", ""Washer"", ""Clothing storage""]",1,2.0,4.0,3,4.32,4.74,3.95,161,41.40284,2.20115,1.0,1,1,1,0,3.2734177425439714
3,461,el Poblenou,Sant Martí,Entire home/apt,83,38,"[""32\"" HDTV"", ""Kitchen"", ""Hot water"", ""Long term stays allowed"", ""Dishes and silverware"", ""Wifi"", ""Central air conditioning"", ""Heating"", ""Hair dryer"", ""Smoke alarm"", ""Free washer \u2013 In unit"", ""Essentials"", ""Iron"", ""Security cameras on property"", ""Refrigerator"", ""Shared pool"", ""Coffee maker"", ""Building staff""]",0,1.0,2.0,1,4.68,4.79,4.42,6,41.39837,2.20811,1.0,0,1,1,0,3.675618515631864
8,461,el Barri Gòtic,Ciutat Vella,Entire home/apt,56,40,"[""Fire extinguisher"", ""Air conditioning"", ""Cooking basics"", ""Security cameras on property"", ""Dining table"", ""High chair"", ""Paid parking garage off premises"", ""Hangers"", ""Hot water kettle"", ""Freezer"", ""TV"", ""Microwave"", ""Toaster"", ""Extra pillows and blankets"", ""Pour-over coffee"", ""Iron"", ""Coffee maker"", ""Drying rack for clothing"", ""Hot water"", ""Kitchen"", ""Dishes and silverware"", ""Wifi"", ""Carbon monoxide alarm"", ""Heating"", ""Clothing storage: closet"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Outdoor shower"", ""Elevator"", ""Crib"", ""Private entrance"", ""Host greets you"", ""Long term stays allowed"", ""Hair dryer"", ""Smoke alarm"", ""Laundromat nearby"", ""Free washer \u2013 In unit"", ""Luggage dropoff allowed""]",2,4.0,4.0,3,4.9,4.85,4.63,13,41.38224,2.17379,4.0,1,1,1,1,1.235892063566626
10,460,la Marina del Prat Vermell,Sants-Montjuïc,Entire home/apt,54,118,"[""Stove"", ""Air conditioning"", ""Cooking basics"", ""Barbecue utensils"", ""Dryer"", ""High chair"", ""BBQ grill"", ""Private garden or backyard"", ""Gym"", ""Hangers"", ""Bathtub"", ""TV"", ""Microwave"", ""Extra pillows and blankets"", ""Lockbox"", ""Iron"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Clothing storage: closet"", ""Nespresso machine"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Crib"", ""Private entrance"", ""Private pool"", ""Long term stays allowed"", ""Oven"", ""Paid parking off premises"", ""Pack \u2019n play/Travel crib"", ""Indoor fireplace"", ""Hair dryer"", ""Washer"", ""Private hot tub"", ""Patio or balcony""]",1,6.0,11.0,4,4.12,4.0,4.41,9,41.35261,2.14768,3.0,1,1,1,0,4.533654876873258
8,460,la Dreta de l'Eixample,Eixample,Entire home/apt,86,193,"[""Cable TV"", ""Central heating"", ""50\"" HDTV with standard cable"", ""Stove"", ""Cooking basics"", ""Dining table"", ""Private patio or balcony"", ""Room-darkening shades"", ""Hangers"", ""Hot water kettle"", ""Freezer"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Cleaning products"", ""Central air conditioning"", ""Children\u2019s books and toys"", ""Microwave"", ""Toaster"", ""Extra pillows and blankets"", ""Iron"", ""Wine glasses"", ""Dishwasher"", ""Coffee maker"", ""Drying rack for clothing"", ""Hot water"", ""Kitchen"", ""Dishes and silverware"", ""Wifi"", ""Nespresso machine"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Host greets you"", ""Clothing storage: wardrobe and closet"", ""Oven"", ""Long term stays allowed"", ""Paid parking off premises"", ""Hair dryer"", ""Laundromat nearby"", ""Free washer \u2013 In unit""]",4,4.0,6.0,3,4.94,4.91,4.78,2,41.39562,2.16348,2.0,0,1,1,1,0.5058091395796571
6,460,la Sagrada Família,Eixample,Entire home/apt,45,2,"[""Stove"", ""Air conditioning"", ""Private patio or balcony"", ""Freezer"", ""55\"" HDTV"", ""Microwave"", ""Iron"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Crib"", ""Long term stays allowed"", ""Oven"", ""Free washer \u2013 In unit""]",2,3.0,3.0,1,4.0,5.0,3.5,25,41.40574591,2.172759023,2.0,1,1,1,1,1.7360281194649123
10,458,el Fort Pienc,Eixample,Entire home/apt,77,61,"[""Kitchen"", ""Hot water"", ""Host greets you"", ""Long term stays allowed"", ""Wifi"", ""Shampoo"", ""Heating"", ""TV"", ""Hair dryer"", ""Air conditioning"", ""Washer"", ""Extra pillows and blankets"", ""Microwave"", ""Cooking basics"", ""Iron"", ""Essentials"", ""Bed linens"", ""Hangers"", ""Crib""]",0,4.0,8.0,3,4.25,4.53,4.45,18,41.4016,2.18235,3.0,1,1,0,0,1.8446401233467953
10,458,el Fort Pienc,Eixample,Entire home/apt,71,57,"[""Stove"", ""Air conditioning"", ""Cooking basics"", ""Hangers"", ""TV"", ""Microwave"", ""Iron"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Crib"", ""Host greets you"", ""Long term stays allowed"", ""Hair dryer"", ""Free washer \u2013 In unit""]",4,4.0,8.0,3,4.63,4.63,4.54,18,41.40157,2.18221,3.0,1,1,1,1,1.8334448589986891
8,458,el Fort Pienc,Eixample,Entire home/apt,69,54,"[""Stove"", ""Air conditioning"", ""Cooking basics"", ""Hangers"", ""TV"", ""Microwave"", ""Iron"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Elevator"", ""Crib"", ""Host greets you"", ""Oven"", ""Long term stays allowed"", ""Shampoo"", ""Hair dryer"", ""Washer""]",1,4.0,6.0,3,4.31,4.51,4.3,18,41.4016,2.18235,3.0,1,1,1,1,1.8446401233467953
10,458,el Fort Pienc,Eixample,Entire home/apt,70,17,"[""Kitchen"", ""Long term stays allowed"", ""Dishes and silverware"", ""Wifi"", ""Shampoo"", ""Heating"", ""TV"", ""Hair dryer"", ""Air conditioning"", ""Washer"", ""Microwave"", ""Coffee maker"", ""Refrigerator"", ""Iron"", ""Essentials"", ""Cooking basics"", ""Elevator"", ""Hangers"", ""Crib""]",1,4.0,8.0,3,4.71,4.75,4.56,18,41.40183,2.18223,2.0,1,1,1,1,1.8529908352482078
10,458,el Fort Pienc,Eixample,Entire home/apt,57,67,"[""Stove"", ""Air conditioning"", ""Cooking basics"", ""Security cameras on property"", ""Private patio or balcony"", ""Hangers"", ""TV"", ""Microwave"", ""Extra pillows and blankets"", ""Iron"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Crib"", ""Host greets you"", ""Oven"", ""Long term stays allowed"", ""Shampoo"", ""Hair dryer"", ""Washer""]",2,5.0,7.0,3,4.58,4.83,4.61,18,41.40157,2.18221,3.0,1,1,1,1,1.8334448589986891
10,458,Sant Antoni,Eixample,Entire home/apt,79,80,"[""Kitchen"", ""Long term stays allowed"", ""Dishes and silverware"", ""Wifi"", ""Shampoo"", ""Heating"", ""TV"", ""Hair dryer"", ""Air conditioning"", ""Washer"", ""Microwave"", ""Cooking basics"", ""Iron"", ""Essentials"", ""Elevator"", ""Hangers"", ""Coffee maker""]",0,4.0,6.0,3,4.51,4.76,4.44,18,41.38194,2.16064,2.0,1,1,1,1,1.0979032219523581
8,458,el Fort Pienc,Eixample,Entire home/apt,78,29,"[""Crib - available upon request"", ""Air conditioning"", ""Stove"", ""Cooking basics"", ""Baking sheet"", ""Hangers"", ""Hot water kettle"", ""Freezer"", ""TV"", ""Microwave"", ""Extra pillows and blankets"", ""Iron"", ""Shower gel"", ""Single level home"", ""Dishwasher"", ""Coffee maker"", ""Drying rack for clothing"", ""Hot water"", ""Kitchen"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Backyard"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Host greets you"", ""Oven"", ""Long term stays allowed"", ""Paid parking off premises"", ""Shampoo"", ""Hair dryer"", ""Washer""]",1,4.0,7.0,3,4.45,4.39,4.43,18,41.40215,2.18221,2.0,1,1,1,1,1.8745438916114003
